s: 0036649758
s: 1542364289
s: 0001344147
s: 1342347468
s: 0042911599
s: 56749170693
s: 20144375743
s: 80053569593
s: 84941944733
s: 10844245739
s: 84868699299
s: 33750508326
s: 0038713226
s: 62949138954
s: 0026837932
s: 68249083024
s: 0036771285
s: 4243513229
s: 0041012388
s: 72949122812
s: 22944478665
s: 3843093777
s: 0034063391
s: 0342945364
s: 0042522352
s: 0033324426
s: 78349311451
s: 0344082164
s: 44949104139
s: 26444453836
s: 33847308653
s: 0001149368
s: 2942722315
s: 0141565392
s: 58549092962
s: 24644504140
s: 24344458170
s: 34548392577
s: 33746459446
s: 0036778702
s: 64349117187
s: 33751021669
s: 45849090432
s: 79955070567
s: 0035205165
s: 27144524151
s: 1642381109
s: 0000882773
s: 0000849964
s: 3042757563
s: 44449120188
s: 65249134045
s: 84880030648
s: 22844451688
s: 33646547330
s: 78049357025
s: 0032560549
s: 80054011035
s: 0037165927
s: 0000720680
s: 0026960770
s: 0000961419
s: 79953161352
s: 0036316516
s: 84863908323
s: 2342452518
s: 0032614086
s: 1542604486
s: 77956645811
s: 9344264091
s: 2942722529
s: 84876266483
s: 0344012022
s: 36749101329
s: 0038206392
s: 75649126879
s: 28244441990
s: 16344383889
s: 56349159501
s: 43049145006
s: 33646190275
s: 20344370720
s: 0037081592
s: 0033233515
s: 0033945709
s: 0030435042
s: 34447529339
s: 78650507737
s: 0035424776
s: 29144437809
s: 0346639193
s: 33846665298
s: 34548474934
s: 0038658957
s: 0000305345
s: 0031382202
s: 0000043785
s: 77957003623
s: 33847777367
s: 0029410291
s: 1342325215
s: 77955280634
s: 0141843498
s: 0037064147
s: 0027608999
s: 3142672800
s: 79956005526
s: 0038509580
s: 73649127575
s: 14844362642
s: 46849117093
s: 0037400696
s: 0038579633
s: 0030538517
s: 84871790293
s: 27144520844
s: 67749104049
s: 67651211689
s: 80053961547
s: 19744378214
s: 45849146155
s: 0037456454
s: 0036132552
s: 1842780858
s: 84864212268
s: 0035451912
s: 0041760448
s: 35949007637
s: 33750499501
s: 0032768115
s: 78650917083
s: 0001369288
s: 36248950242
s: 12044252570
s: 14544288579
s: 35048830491
s: 70449088856
s: 11844261435
s: 0038697971
s: 0347600794
s: 53149137876
s: 35949007803
s: 0030292631
s: 0035968997
s: 33745713705
s: 36449001310
s: 0142211287
s: 0027908019
s: 77957578113
s: 22744440191
s: 0035967657
s: 4744365142
s: 4544320559
s: 3242701396
s: 33745290843
s: 33846391239
s: 0001351737
s: 67651027592
s: 78649968754
s: 0347753912
s: 34547139847
s: 0000068216
s: 0742287928
s: 77955870645
s: 0033100627
s: 0037254205
s: 33644983239
s: 4544253610
s: 0001443770
s: 20444494915
s: 33645229819
s: 0043235811
s: 44149121648
s: 0033213750
s: 0037290518
s: 0026854449
s: 77951250057
s: 33847636326
s: 29044433258
s: 77956406108
s: 10844239699
s: 38049180630
s: 20844452777
s: 12344260817
s: 80052638686
s: 73649087446
s: 33745482231
s: 0042244429
s: 33751206544
s: 67649130114
s: 0032476281
s: 0030293526
s: 0038929067
s: 0037290577
s: 9944230961
s: 84948081306
s: 84882290488
s: 0038163507
s: 5444274152
s: 48449095869
s: 0034092121
s: 14844291357
s: 2342536975
s: 51449100176
s: 0033503577
s: 0025554917
s: 65549135109
s: 33747335719
s: 79957746527
s: 60849092529
s: 4344584624
s: 0036138489
s: 0035955473
s: 60549113960
s: 0038079447
s: 79952340427
s: 42749105429
s: 33751217695
s: 35348847063
s: 69649085444
s: 11744267490
s: 72949124419
s: 77955230567
s: 0344704023
s: 0037174668
s: 0029721299
s: 73449091177
s: 34447265981
s: 84855913099
s: 1442295401
s: 1142276330
s: 10944266550
s: 0035501272
s: 25444458655
s: 34247887433
s: 38549085886
s: 79955842965
s: 18744409540
s: 0038237009
s: 0037809847
s: 45849154646
s: 7444251764
s: 0033888069
s: 34848879873
s: 0035465699
s: 33646004307
s: 6144290977
s: 0037460189
s: 77955882441
s: 26844583254
s: 78751662825
s: 17444402519
s: 25144462707
s: 0035303492
s: 0035099213
s: 77952582430
s: 0040048109
s: 0036747872
s: 0035801927
s: 0027867436
s: 77952995992
s: 1942521190
s: 33845909011
s: 0035532248
s: 27544478223
s: 0042023250
s: 0040633110
s: 0036662399
s: 0242341218
s: 33750937365
s: 0346093915
s: 0037130212
s: 0242291084
s: 84939126247
s: 0037865564
s: 33750504625
s: 24644475298
s: 53049103852
s: 33747508917
s: 34147170044
s: 42049097542
s: 4043114822
s: 77950132290
s: 33750367998
s: 0035864267
s: 68849103726
s: 55949092598
s: 9744223630
s: 33744804807
s: 23044494476
s: 0031260276
s: 34547177765
s: 67349165551
s: 33847021919
s: 33847264072
s: 12844252036
s: 34548501731
s: 73849084207
s: 0032169940
s: 23044483587
s: 0041565072
s: 53049109175
s: 0038701606
s: 84882207734
s: 35048860300
s: 33748780901
s: 3242711141
s: 5044227660
s: 7244225073
s: 0035864479
s: 34248152064
s: 67849118716
s: 25444444698
s: 55549100299
s: 1542510357
s: 0034230050
s: 0037419784
s: 0026870283
